         1.667,189.65
         1.684,190.32
         1.700,190.79
         1.704,191.37
         1.711,192.13
         1.723,192.89
         1.727,193.57
         1.744,194.52
         1.750,195.19
         1.775,195.85
         1.780,196.81
         1.792,197.76
         1.810,198.23
         1.814,198.90
         1.829,200.92
         1.843,201.97
         1.853,202.92
         1.863,204.07
         1.870,204.93
         1.875,204.55
         1.883,204.45
         1.903,204.72
         1.917,205.29
         1.937,205.86
         1.954,206.14
         1.973,206.61
         1.990,206.99
         1.992,207.18
         2.008,207.55
         2.014,208.32
         2.027,209.37
         2.049,210.32
         2.068,211.37
         2.084,212.42
         2.100,212.89
         2.119,213.17
         2.131,213.55
         2.144,213.83
         2.162,214.01
         2.176,214.68
         2.179,215.35
         2.191,215.83
         2.198,216.59
         2.209,217.45
         2.235,218.21
         2.251,219.16
         2.263,220.21
         2.270,221.17
         2.274,222.22
         2.300,223.46
         2.313,224.51
         2.321,225.47
         2.324,226.04
         2.335,226.71
         2.340,227.00
         2.356,226.99
         2.370,227.17
         2.380,227.55
         2.403,227.45
         2.424,227.34
         2.442,227.81
         2.444,228.19
         2.471,228.66
         2.477,229.43
         2.489,230.09
         2.499,230.57
         2.515,231.04
         2.526,231.42
         2.544,231.80
         2.561,232.08
         2.576,232.07
         2.586,232.06
         2.606,232.05
         2.620,231.95
         2.637,232.23
         2.639,233.19
         2.648,234.05
         2.651,233.47
         2.653,233.28
         2.654,232.99
         2.681,232.02
         2.696,230.76
         2.710,230.46
         2.729,229.30
         2.760,227.75
         2.775,226.10
         2.779,224.76
         2.786,223.69
         2.805,223.01
         2.810,223.01
         2.818,223.20
         2.844,223.38
         2.849,223.66
         2.874,224.23
         2.885,224.51
         2.891,224.80
         2.898,225.27
         2.913,225.84
         2.936,226.31
         2.941,226.79
         2.950,227.26
         2.959,227.45
         2.960,227.45
         2.973,227.45
         2.994,227.24
         2.996,227.15
         3.011,227.23
         3.028,227.42
         3.034,227.61
         3.052,227.89
         3.071,228.07
         3.079,228.26
         3.099,228.53
         3.124,228.91
         3.146,229.38
         3.161,229.85
         3.176,230.32
         3.180,230.61
         3.183,230.80
         3.195,230.99
         3.206,230.79
         3.216,230.78
         3.241,230.87
         3.248,231.06
         3.255,231.44
         3.277,232.10
         3.297,232.76
         3.305,233.62
         3.313,234.29
         3.325,234.86
         3.327,235.92
         3.350,236.77
         3.362,237.53
         3.367,238.49
         3.371,239.45
         3.381,240.12
         3.400,241.07
         3.412,241.93
         3.428,242.69
         3.437,243.55
         3.443,244.32
         3.455,244.79
         3.472,245.46
         3.500,246.12
         3.511,246.59
         3.516,247.55
         3.533,248.21
         3.547,248.59
         3.549,249.46
         3.565,250.12
         3.582,250.30
         3.586,250.98
         3.602,252.02
         3.611,252.31
         3.623,252.69
         3.633,253.26
         3.645,253.64
         3.648,253.64
         3.662,254.01
         3.664,254.49
         3.674,254.87
         3.683,255.25
         3.700,255.53
         3.701,255.72
         3.712,255.81
         3.716,255.91
         3.719,256.10
         3.725,256.77
         3.746,257.62
         3.749,258.58
         3.756,259.44
         3.768,260.30
         3.771,261.07
         3.786,261.83
         3.791,262.70
         3.800,263.46
         3.803,263.94
         3.809,264.42
         3.826,264.70
         3.836,264.79
         3.840,264.98
         3.856,265.35
         3.873,265.25
         3.881,264.86
         3.888,263.90
         3.903,262.83
         3.923,261.09
         3.940,260.02
         3.959,258.86
         3.970,258.38
         3.989,258.17
         3.992,258.36
         3.999,258.26
         4.004,258.45
         4.025,258.35
         4.033,258.05
         4.037,257.76
         4.060,257.56
         4.081,257.17
         4.091,256.97
         4.097,256.77
         4.119,256.95
         4.119,256.95
         4.134,257.14
         4.154,256.94
         4.162,256.36
         4.175,255.68
         4.192,255.09
         4.216,254.98
         4.226,255.36
         4.249,255.64
         4.251,255.83
         4.267,256.11
         4.273,255.82
         4.290,255.71
         4.306,256.38
         4.323,257.04
         4.341,257.51
         4.343,258.09
         4.347,257.80
         4.347,257.03
         4.361,255.77
         4.373,254.13
         4.391,252.30
         4.407,250.37
         4.418,248.54
         4.428,246.90
         4.441,245.35
         4.457,243.80
         4.473,242.16
         4.483,240.33
         4.513,238.87
         4.526,237.43
         4.535,235.98
         4.543,235.11
         4.552,234.43
         4.558,233.56
         4.571,232.60
         4.579,231.63
         4.594,230.47
         4.615,228.92
         4.634,228.14
         4.653,227.75
         4.672,227.07
         4.676,226.87
         4.695,226.86
         4.699,226.09
         4.714,225.60
         4.733,225.69
         4.751,225.68
         4.753,225.97
         4.773,226.53
         4.774,226.82
         4.780,227.11
         4.789,227.58
         4.802,228.06
         4.812,228.63
         4.822,229.30
         4.826,230.06
         4.835,230.64
         4.845,231.30
         4.859,231.87
         4.866,232.45
         4.880,232.73
         4.894,232.43
         4.910,231.75
         4.922,230.78
         4.933,229.53
         4.944,228.27
         4.971,227.59
         4.976,226.81
         4.990,225.94
         5.001,224.88
         5.019,223.81
         5.032,222.46
         5.047,221.40
         5.061,220.52
         5.079,219.65
         5.089,218.68
         5.097,217.91
         5.106,216.75
         5.132,215.49
         5.153,214.23
         5.156,212.88
         5.162,211.24
         5.172,210.28
         5.186,208.64
         5.211,207.28
         5.225,206.69
         5.234,206.40
         5.255,206.10
         5.259,206.68
         5.271,207.54
         5.286,207.91
         5.293,208.39
         5.300,208.58
         5.316,208.57
         5.318,208.47
         5.328,208.56
         5.329,208.95
         5.338,209.62
         5.346,210.48
         5.353,211.34
         5.362,212.30
         5.379,213.06
         5.391,213.63
         5.408,214.29
         5.419,214.48
         5.433,214.37
         5.445,214.37
         5.449,214.46
         5.460,214.65
         5.476,215.22
         5.493,216.07
         5.497,216.84
         5.510,217.60
         5.515,218.18
         5.526,218.85
         5.541,219.51
         5.551,219.99
         5.567,220.46
         5.569,220.84
         5.581,221.51
         5.582,221.99
         5.590,222.85
         5.593,223.81
         5.612,225.05
         5.624,226.01
         5.644,227.05
         5.656,227.82
         5.668,228.68
         5.682,229.34
         5.694,230.20
         5.705,230.87
         5.720,231.92
         5.721,232.97
         5.742,233.93
         5.753,234.78
         5.754,235.94
         5.769,236.89
         5.784,237.75
         5.790,238.71
         5.793,239.09
         5.809,239.47
         5.824,239.84
         5.842,240.03
         5.846,240.02
         5.866,240.50
         5.868,240.88
         5.881,241.16
         5.887,241.54
         5.899,241.34
         5.907,241.82
         5.907,242.11
         5.907,242.69
         5.918,243.35
         5.934,245.08
         5.942,246.23
         5.950,247.37
         5.953,248.53
         5.958,249.58
         5.976,250.63
         5.982,251.68
         5.995,252.83
         6.007,253.79
         6.009,254.75
         6.024,255.51
         6.025,256.47
         6.040,257.42
         6.049,258.28
         6.055,259.15
         6.061,260.10
         6.075,260.77
         6.088,261.63
         6.100,262.78
         6.115,263.83
         6.124,264.78
         6.126,265.93
         6.138,267.08
         6.150,268.04
         6.157,269.19
         6.167,270.34
         6.181,271.29
         6.186,272.35
         6.194,273.21
         6.208,273.97
         6.218,274.92
         6.228,275.88
         6.243,276.45
         6.260,277.31
         6.263,278.17
         6.275,278.74
         6.279,279.41
         6.285,280.37
         6.296,281.13
         6.309,281.90
         6.311,282.76
         6.319,283.53
         6.329,284.10
         6.333,284.77
         6.339,285.34
         6.346,286.01
         6.360,286.68
         6.378,287.05
         6.392,287.24
         6.412,287.52
         6.421,287.70
         6.432,287.99
         6.444,288.65
         6.458,289.51
         6.478,290.46
         6.482,291.33
         6.492,292.19
         6.511,292.85
         6.519,293.33
         6.532,293.70
         6.536,294.09
         6.539,294.47
         6.556,294.94
         6.571,295.61
         6.586,296.27
         6.598,297.03
         6.599,297.51
         6.608,298.18
         6.625,298.75
         6.637,299.51
         6.648,300.09
         6.660,300.94
         6.671,301.52
         6.691,302.18
         6.704,302.75
         6.718,303.61
         6.734,304.56
         6.747,305.61
         6.759,306.76
         6.767,307.91
         6.783,309.15
         6.799,310.20
         6.815,311.34
         6.824,312.30
         6.838,313.16
         6.845,313.92
         6.851,314.79
         6.861,315.65
         6.878,316.31
         6.885,317.08
         6.902,317.74
         6.914,318.41
         6.919,318.98
         6.924,319.75
         6.934,320.42
         6.942,320.99
         6.958,321.75
         6.964,322.52
         6.978,323.18
         6.990,323.75
         7.005,324.51
         7.017,324.99
         7.025,325.37
         7.026,326.14
         7.026,327.10
         7.047,327.95
         7.052,328.82
         7.062,329.77
         7.067,330.54
         7.075,331.40
         7.080,332.17
         7.092,332.93
         7.100,333.70
         7.102,334.08
         7.105,334.37
         7.123,334.64
         7.137,334.83
         7.138,335.02
         7.153,335.21
         7.166,335.30
         7.172,335.58
         7.176,336.06
         7.190,336.05
         7.198,336.24
         7.214,336.62
         7.226,336.90
         7.232,337.18
         7.245,337.76
         7.254,338.52
         7.267,338.99
         7.284,339.56
         7.296,340.23
         7.312,341.09
         7.325,341.85
         7.337,342.61
         7.342,343.19
         7.357,343.56
         7.372,344.23
         7.376,344.80
         7.398,345.56
         7.400,346.23
         7.417,347.09
         7.429,347.56
         7.443,348.23
         7.455,348.70
         7.471,349.37
         7.473,349.85
         7.488,350.32
         7.502,350.89
         7.510,351.56
         7.517,352.13
         7.530,352.80
         7.535,353.66
         7.545,354.33
         7.552,355.19
         7.565,356.15
         7.580,356.81
         7.599,357.38
         7.601,358.24
         7.613,358.81
         7.624,359.38
         7.627,360.34
         7.641,361.40
         7.657,362.25
         7.668,363.30
         7.683,364.26
         7.689,365.22
         7.701,366.27
         7.720,367.03
         7.733,367.50
         7.748,367.97
         7.763,368.35
         7.765,368.54
         7.777,368.63
         7.779,369.11
         7.789,369.78
         7.797,370.45
         7.813,371.31
         7.826,372.55
         7.835,373.51
         7.855,374.17
         7.866,374.84
         7.879,375.50
         7.889,376.07
         7.904,376.74
         7.919,377.60
         7.934,378.26
         7.947,379.02
         7.953,379.69
         7.971,380.55
         7.989,381.41
         7.998,382.56
         8.010,383.51
         8.020,384.66
         8.032,385.71
         8.045,386.57
         8.057,387.24
         8.060,387.81
         8.063,388.39
         8.076,389.05
         8.081,389.92
         8.090,391.06
         8.105,392.40
         8.117,393.45
         8.121,394.32
         8.130,395.08
         8.145,395.75
         8.152,396.42
         8.168,397.37
         8.180,398.81
         8.192,400.34
         8.205,401.68
         8.217,402.82
         8.220,403.98
         8.224,404.84
         8.238,405.41
         8.253,406.17
         8.270,407.03
         8.290,407.31
         8.306,407.39
         8.323,407.58
         8.341,407.66
         8.344,407.86
         8.363,408.71
         8.377,409.66
         8.390,410.72
         8.401,411.00
         8.411,410.99
         8.423,410.41
         8.426,409.54
         8.433,407.91
         8.444,406.65
         8.453,405.11
         8.459,403.38
         8.468,401.54
         8.476,399.81
         8.498,398.26
         8.508,396.43
         8.510,394.50
         8.525,392.00
         8.530,390.75
         8.548,389.49
         8.566,389.38
         8.568,390.05
         8.582,391.87
         8.589,393.02
         8.600,394.65
         8.601,395.80
         8.615,396.86
         8.616,397.53
         8.624,398.20
         8.636,398.96
         8.643,399.82
         8.655,400.87
         8.661,402.21
         8.672,403.75
         8.682,404.51
         8.685,404.51
         8.693,403.54
         8.701,402.29
         8.716,401.32
         8.726,400.84
         8.739,400.83
         8.750,401.11
         8.767,401.58
         8.779,401.67
         8.792,401.48
         8.795,401.09
         8.800,401.47
         8.812,401.66
         8.822,402.13
         8.825,402.61
         8.833,403.28
         8.833,403.57
         8.848,403.27
         8.852,402.60
         8.865,401.44
         8.872,400.38
         8.884,399.31
         8.904,398.73
         8.912,397.95
         8.917,397.28
         8.917,396.41
         8.926,395.06
         8.933,393.81
         8.952,391.88
         8.955,390.24
         8.973,388.50
         8.990,386.96
         9.006,384.64
         9.014,383.00
         9.023,381.27
         9.031,379.63
         9.048,377.89
         9.053,376.93
         9.062,375.29
         9.065,373.94
         9.075,372.59
         9.080,370.95
         9.094,368.64
         9.114,367.28
         9.129,365.74
         9.134,364.20
         9.142,362.94
         9.148,361.88
         9.158,360.05
         9.173,358.02
         9.184,356.00
         9.189,354.65
         9.199,353.68
         9.204,353.01
         9.211,352.04
         9.220,350.69
         9.233,348.96
         9.247,347.32
         9.278,345.95
         9.284,344.60
         9.302,343.83
         9.312,342.38
         9.317,340.84
         9.332,339.39
         9.347,337.94
         9.362,336.11
         9.376,334.75
         9.388,333.79
         9.395,332.53
         9.409,331.18
         9.414,330.21
         9.441,329.34
         9.450,327.51
         9.459,325.67
         9.474,324.13
         9.482,322.11
         9.491,319.99
         9.500,318.44
         9.505,316.81
         9.507,315.08
         9.510,313.25
         9.517,311.22
         9.533,308.91
         9.543,306.12
         9.549,303.04
         9.559,300.53
         9.570,298.22
         9.571,295.14
         9.575,292.64
         9.592,290.42
         9.603,287.82
         9.613,285.32
         9.619,283.87
         9.626,282.71
         9.630,282.04
         9.647,281.55
         9.649,280.97
         9.659,280.49
         9.676,279.81
         9.695,279.03
         9.699,278.64
         9.713,278.34
         9.731,278.14
         9.741,277.56
         9.762,277.07
         9.781,276.48
         9.785,275.62
         9.795,274.55
         9.816,273.77
         9.826,272.71
         9.840,271.26
         9.858,269.91
         9.875,268.46
         9.881,267.11
         9.894,266.14
         9.900,265.08
         9.905,264.40
         9.926,263.62
         9.935,262.75
         9.948,261.31
         9.957,260.05
         9.969,258.70
         9.986,257.06
         9.993,255.42
         10.016,254.06
         10.035,252.61
         10.039,251.26
         10.048,250.39
         10.071,249.32
         10.089,248.45
         10.104,247.87
         10.110,247.00
         10.117,246.03
         10.121,245.16
         10.129,243.82
         10.141,241.98
         10.154,240.53
         10.171,239.18
         10.192,238.21
         10.207,237.53
         10.218,237.14
         10.230,236.36
         10.238,235.78
         10.255,235.10
         10.265,234.81
         10.296,234.69
         10.311,234.69
         10.324,234.58
         10.335,234.77
         10.336,234.39
         10.347,234.09
         10.364,234.27
         10.380,234.36
         10.392,234.07
         10.404,234.06
         10.418,233.96
         10.432,233.38
         10.440,232.79
         10.453,232.21
         10.458,231.54
         10.460,230.77
         10.483,230.27
         10.507,229.97
         10.526,229.77
         10.535,229.77
         10.548,230.14
         10.561,230.33
         10.571,230.42
         10.585,230.51
         10.595,230.12
         10.600,229.35
         10.625,228.09
         10.628,226.74
         10.642,225.39
         10.664,224.03
         10.669,223.16
         10.696,222.76
         10.725,222.27
         10.733,221.59
         10.746,221.30
         10.765,220.61
         10.773,220.03
         10.788,219.83
         10.806,219.73
         10.817,220.01
         10.835,220.19
         10.857,220.47
         10.860,220.28
         10.879,219.88
         10.895,219.01
         10.910,217.75
         10.920,216.11
         10.959,214.46
         10.978,213.30
         10.989,211.75
         10.998,210.21
         11.011,209.24
         11.023,208.08
         11.036,206.83
         11.049,205.57
         11.053,204.51
         11.061,203.06
         11.065,202.00
         11.070,200.94
         11.083,200.17
         11.087,199.01
         11.098,197.95
         11.106,196.50
         11.108,195.45
         11.118,194.67
         11.140,194.28
         11.141,193.89
         11.157,193.50
         11.160,192.25
         11.186,190.21
         11.199,187.42
         11.219,184.62
         11.233,182.21
         11.242,179.32
         11.250,176.92
         11.259,175.57
         11.267,173.83
         11.270,171.71
         11.276,169.69
         11.282,167.09
         11.295,164.30
         11.321,161.88
         11.329,160.34
         11.345,159.95
         11.366,160.61
         11.375,161.18
         11.385,161.66
         11.396,161.08
         11.399,160.21
         11.411,158.86
         11.414,157.61
         11.422,155.97
         11.423,154.62
         11.429,152.60
         11.446,150.96
         11.457,149.03
         11.472,147.58
         11.496,146.13
         11.502,145.26
         11.526,143.99
         11.536,143.03
         11.553,141.39
         11.568,139.55
         11.593,137.71
         11.610,135.49
         11.614,133.57
         11.644,131.92
         11.656,130.95
         11.692,130.16
         11.700,130.00
